station_name,measurement_timestamp,solar_radiation,radiation_danger,hour_e,day_e,month_e,year_e,Sensor_Latitude,Sensor_Longitude
Foster Weather Station,2017-05-04 11:00:00,0,Safe,11,4,5,2017,41.976464,-87.647525
Foster Weather Station,2017-05-04 08:00:00,0,Safe,8,4,5,2017,41.976464,-87.647525
Foster Weather Station,2017-05-04 05:00:00,0,Safe,5,4,5,2017,41.976464,-87.647525
Foster Weather Station,2017-05-04 03:00:00,0,Safe,3,4,5,2017,41.976464,-87.647525
Foster Weather Station,2017-05-03 18:00:00,0,Safe,18,3,5,2017,41.976464,-87.647525
Foster Weather Station,2017-05-03 17:00:00,0,Safe,17,3,5,2017,41.976464,-87.647525
Foster Weather Station,2017-05-03 10:00:00,0,Safe,10,3,5,2017,41.976464,-87.647525
Foster Weather Station,2017-05-03 05:00:00,0,Safe,5,3,5,2017,41.976464,-87.647525
Foster Weather Station,2017-05-02 22:00:00,0,Safe,22,2,5,2017,41.976464,-87.647525
Foster Weather Station,2017-05-02 08:00:00,0,Safe,8,2,5,2017,41.976464,-87.647525
Foster Weather Station,2017-05-01 18:00:00,0,Safe,18,1,5,2017,41.976464,-87.647525
Foster Weather Station,2017-05-01 14:00:00,0,Safe,14,1,5,2017,41.976464,-87.647525
Foster Weather Station,2017-05-01 13:00:00,0,Safe,13,1,5,2017,41.976464,-87.647525
Foster Weather Station,2017-05-01 11:00:00,0,Safe,11,1,5,2017,41.976464,-87.647525
Foster Weather Station,2017-05-01 06:00:00,0,Safe,6,1,5,2017,41.976464,-87.647525
Foster Weather Station,2017-04-30 10:00:00,0,Safe,10,30,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-30 07:00:00,0,Safe,7,30,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-30 00:00:00,0,Safe,0,30,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-29 13:00:00,0,Safe,13,29,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-29 08:00:00,0,Safe,8,29,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-29 01:00:00,0,Safe,1,29,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-28 16:00:00,0,Safe,16,28,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-28 10:00:00,0,Safe,10,28,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-28 09:00:00,0,Safe,9,28,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-27 17:00:00,0,Safe,17,27,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-27 10:00:00,0,Safe,10,27,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-26 23:00:00,0,Safe,23,26,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-26 11:00:00,0,Safe,11,26,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-25 07:00:00,0,Safe,7,25,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-24 17:00:00,0,Safe,17,24,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-24 04:00:00,0,Safe,4,24,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-24 02:00:00,0,Safe,2,24,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-23 22:00:00,0,Safe,22,23,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-23 18:00:00,0,Safe,18,23,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-23 07:00:00,0,Safe,7,23,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-22 21:00:00,0,Safe,21,22,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-22 01:00:00,0,Safe,1,22,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-21 22:00:00,0,Safe,22,21,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-21 18:00:00,0,Safe,18,21,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-21 15:00:00,0,Safe,15,21,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-20 19:00:00,0,Safe,19,20,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-20 04:00:00,0,Safe,4,20,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-20 03:00:00,0,Safe,3,20,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-18 20:00:00,0,Safe,20,18,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-18 17:00:00,0,Safe,17,18,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-18 03:00:00,0,Safe,3,18,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-17 09:00:00,0,Safe,9,17,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-17 04:00:00,0,Safe,4,17,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-17 00:00:00,0,Safe,0,17,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-16 15:00:00,0,Safe,15,16,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-16 11:00:00,0,Safe,11,16,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-16 08:00:00,0,Safe,8,16,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-16 04:00:00,0,Safe,4,16,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-16 03:00:00,0,Safe,3,16,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-15 13:00:00,0,Safe,13,15,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-15 11:00:00,0,Safe,11,15,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-14 22:00:00,0,Safe,22,14,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-14 21:00:00,0,Safe,21,14,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-14 20:00:00,0,Safe,20,14,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-14 11:00:00,0,Safe,11,14,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-14 10:00:00,0,Safe,10,14,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-14 02:00:00,0,Safe,2,14,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-13 19:00:00,0,Safe,19,13,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-13 18:00:00,0,Safe,18,13,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-13 10:00:00,0,Safe,10,13,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-13 09:00:00,0,Safe,9,13,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-13 07:00:00,0,Safe,7,13,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-11 19:00:00,0,Safe,19,11,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-11 17:00:00,0,Safe,17,11,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-11 14:00:00,0,Safe,14,11,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-11 07:00:00,0,Safe,7,11,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-11 06:00:00,0,Safe,6,11,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-11 00:00:00,0,Safe,0,11,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-10 20:00:00,0,Safe,20,10,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-10 14:00:00,0,Safe,14,10,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-10 09:00:00,0,Safe,9,10,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-10 06:00:00,0,Safe,6,10,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-09 23:00:00,0,Safe,23,9,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-08 12:00:00,0,Safe,12,8,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-08 04:00:00,0,Safe,4,8,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-08 03:00:00,0,Safe,3,8,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-07 18:00:00,0,Safe,18,7,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-06 14:00:00,0,Safe,14,6,4,2017,41.976464,-87.647525
Oak Street Weather Station,2017-05-05 00:00:00,0,Safe,0,5,5,2017,41.901997,-87.622817
Oak Street Weather Station,2017-05-04 22:00:00,0,Safe,22,4,5,2017,41.901997,-87.622817
Oak Street Weather Station,2017-05-04 18:00:00,82,Safe,18,4,5,2017,41.901997,-87.622817
Oak Street Weather Station,2017-05-04 16:00:00,198,Safe,16,4,5,2017,41.901997,-87.622817
Oak Street Weather Station,2017-05-04 15:00:00,421,Slightly dangerous,15,4,5,2017,41.901997,-87.622817
Oak Street Weather Station,2017-05-04 14:00:00,394,Moderately safe,14,4,5,2017,41.901997,-87.622817
Oak Street Weather Station,2017-05-04 10:00:00,171,Safe,10,4,5,2017,41.901997,-87.622817
Oak Street Weather Station,2017-05-03 07:00:00,215,Moderately safe,7,3,5,2017,41.901997,-87.622817
Oak Street Weather Station,2017-05-02 18:00:00,33,Safe,18,2,5,2017,41.901997,-87.622817
Oak Street Weather Station,2017-05-01 07:00:00,32,Safe,7,1,5,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-30 13:00:00,87,Safe,13,30,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-29 21:00:00,1,Safe,21,29,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-29 14:00:00,73,Safe,14,29,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-29 01:00:00,1,Safe,1,29,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-28 19:00:00,9,Safe,19,28,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-28 15:00:00,314,Moderately safe,15,28,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-28 06:00:00,4,Safe,6,28,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-27 13:00:00,170,Safe,13,27,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-27 11:00:00,316,Moderately safe,11,27,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-27 06:00:00,4,Safe,6,27,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-27 03:00:00,0,Safe,3,27,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-26 19:00:00,25,Safe,19,26,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-26 15:00:00,157,Safe,15,26,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-26 12:00:00,296,Moderately safe,12,26,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-26 10:00:00,621,Dangerous,10,26,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-26 09:00:00,264,Moderately safe,9,26,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-25 16:00:00,597,Slightly dangerous,16,25,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-25 01:00:00,0,Safe,1,25,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-24 18:00:00,61,Safe,18,24,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-24 17:00:00,138,Safe,17,24,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-24 15:00:00,630,Dangerous,15,24,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-24 13:00:00,856,Extremely dangerous,13,24,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-24 11:00:00,771,Dangerous,11,24,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-23 19:00:00,14,Safe,19,23,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-23 16:00:00,555,Slightly dangerous,16,23,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-23 12:00:00,858,Extremely dangerous,12,23,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-23 11:00:00,803,Extremely dangerous,11,23,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-23 07:00:00,128,Safe,7,23,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-23 04:00:00,0,Safe,4,23,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-23 03:00:00,0,Safe,3,23,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-22 19:00:00,15,Safe,19,22,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-22 13:00:00,685,Dangerous,13,22,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-22 09:00:00,479,Slightly dangerous,9,22,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-22 05:00:00,1,Safe,5,22,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-22 01:00:00,0,Safe,1,22,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-21 16:00:00,448,Slightly dangerous,16,21,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-21 12:00:00,724,Dangerous,12,21,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-20 19:00:00,24,Safe,19,20,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-20 00:00:00,1,Safe,0,20,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-19 18:00:00,101,Safe,18,19,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-19 16:00:00,166,Safe,16,19,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-18 13:00:00,824,Extremely dangerous,13,18,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-17 19:00:00,21,Safe,19,17,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-17 17:00:00,380,Moderately safe,17,17,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-17 14:00:00,770,Dangerous,14,17,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-15 18:00:00,68,Safe,18,15,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-15 15:00:00,104,Safe,15,15,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-15 13:00:00,778,Dangerous,13,15,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-15 10:00:00,597,Slightly dangerous,10,15,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-14 19:00:00,16,Safe,19,14,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-14 08:00:00,258,Moderately safe,8,14,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-14 05:00:00,1,Safe,5,14,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-13 23:00:00,0,Safe,23,13,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-13 15:00:00,598,Slightly dangerous,15,13,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-13 14:00:00,395,Moderately safe,14,13,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-13 11:00:00,86,Safe,11,13,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-12 22:00:00,0,Safe,22,12,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-12 14:00:00,482,Slightly dangerous,14,12,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-12 11:00:00,735,Dangerous,11,12,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-12 09:00:00,475,Slightly dangerous,9,12,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-12 03:00:00,1,Safe,3,12,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-12 02:00:00,1,Safe,2,12,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-12 00:00:00,0,Safe,0,12,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-11 18:00:00,57,Safe,18,11,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-11 10:00:00,120,Safe,10,11,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-10 21:00:00,1,Safe,21,10,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-09 12:00:00,536,Slightly dangerous,12,9,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-08 19:00:00,9,Safe,19,8,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-08 02:00:00,0,Safe,2,8,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-07 17:00:00,377,Moderately safe,17,7,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-07 09:00:00,495,Slightly dangerous,9,7,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-06 14:00:00,459,Slightly dangerous,14,6,4,2017,41.901997,-87.622817
63rd Street Weather Station,2017-04-06 11:00:00,757,Dangerous,11,6,4,2017,41.780992,-87.572619
Oak Street Weather Station,2017-04-06 07:00:00,16,Safe,7,6,4,2017,41.901997,-87.622817
Foster Weather Station,2017-04-06 06:00:00,0,Safe,6,6,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-06 05:00:00,0,Safe,5,6,4,2017,41.976464,-87.647525
63rd Street Weather Station,2017-04-06 02:00:00,4,Safe,2,6,4,2017,41.780992,-87.572619
Oak Street Weather Station,2017-04-05 23:00:00,1,Safe,23,5,4,2017,41.901997,-87.622817
Foster Weather Station,2017-04-05 15:00:00,0,Safe,15,5,4,2017,41.976464,-87.647525
Oak Street Weather Station,2017-04-05 15:00:00,34,Safe,15,5,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-05 11:00:00,109,Safe,11,5,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-05 09:00:00,29,Safe,9,5,4,2017,41.901997,-87.622817
Foster Weather Station,2017-04-05 08:00:00,0,Safe,8,5,4,2017,41.976464,-87.647525
63rd Street Weather Station,2017-04-05 05:00:00,4,Safe,5,5,4,2017,41.780992,-87.572619
Oak Street Weather Station,2017-04-05 05:00:00,1,Safe,5,5,4,2017,41.901997,-87.622817
Foster Weather Station,2017-04-05 03:00:00,0,Safe,3,5,4,2017,41.976464,-87.647525
Oak Street Weather Station,2017-04-05 01:00:00,0,Safe,1,5,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-04 23:00:00,0,Safe,23,4,4,2017,41.901997,-87.622817
63rd Street Weather Station,2017-04-04 22:00:00,3,Safe,22,4,4,2017,41.780992,-87.572619
Oak Street Weather Station,2017-04-04 22:00:00,0,Safe,22,4,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-04 21:00:00,0,Safe,21,4,4,2017,41.901997,-87.622817
Foster Weather Station,2017-04-04 17:00:00,0,Safe,17,4,4,2017,41.976464,-87.647525
63rd Street Weather Station,2017-04-04 16:00:00,133,Safe,16,4,4,2017,41.780992,-87.572619
Foster Weather Station,2017-04-04 15:00:00,0,Safe,15,4,4,2017,41.976464,-87.647525
63rd Street Weather Station,2017-04-04 12:00:00,79,Safe,12,4,4,2017,41.780992,-87.572619
Oak Street Weather Station,2017-04-04 12:00:00,99,Safe,12,4,4,2017,41.901997,-87.622817
63rd Street Weather Station,2017-04-04 11:00:00,99,Safe,11,4,4,2017,41.780992,-87.572619
63rd Street Weather Station,2017-04-04 09:00:00,42,Safe,9,4,4,2017,41.780992,-87.572619
Oak Street Weather Station,2017-04-04 06:00:00,0,Safe,6,4,4,2017,41.901997,-87.622817
Foster Weather Station,2017-04-04 05:00:00,0,Safe,5,4,4,2017,41.976464,-87.647525
63rd Street Weather Station,2017-04-04 04:00:00,4,Safe,4,4,4,2017,41.780992,-87.572619
Oak Street Weather Station,2017-04-04 04:00:00,0,Safe,4,4,4,2017,41.901997,-87.622817
Foster Weather Station,2017-04-04 01:00:00,0,Safe,1,4,4,2017,41.976464,-87.647525
63rd Street Weather Station,2017-04-03 23:00:00,4,Safe,23,3,4,2017,41.780992,-87.572619
Oak Street Weather Station,2017-04-03 17:00:00,45,Safe,17,3,4,2017,41.901997,-87.622817
63rd Street Weather Station,2017-04-03 16:00:00,50,Safe,16,3,4,2017,41.780992,-87.572619
Foster Weather Station,2017-04-03 05:00:00,0,Safe,5,3,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-03 04:00:00,0,Safe,4,3,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-03 03:00:00,0,Safe,3,3,4,2017,41.976464,-87.647525
Oak Street Weather Station,2017-04-02 23:00:00,0,Safe,23,2,4,2017,41.901997,-87.622817
Foster Weather Station,2017-04-02 22:00:00,0,Safe,22,2,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-02 20:00:00,0,Safe,20,2,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-02 15:00:00,0,Safe,15,2,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-02 08:00:00,0,Safe,8,2,4,2017,41.976464,-87.647525
Foster Weather Station,2017-04-02 07:00:00,0,Safe,7,2,4,2017,41.976464,-87.647525
Oak Street Weather Station,2017-04-02 03:00:00,0,Safe,3,2,4,2017,41.901997,-87.622817
Foster Weather Station,2017-04-01 23:00:00,0,Safe,23,1,4,2017,41.976464,-87.647525
63rd Street Weather Station,2017-04-01 21:00:00,3,Safe,21,1,4,2017,41.780992,-87.572619
Foster Weather Station,2017-04-01 19:00:00,0,Safe,19,1,4,2017,41.976464,-87.647525
Oak Street Weather Station,2017-04-01 19:00:00,7,Safe,19,1,4,2017,41.901997,-87.622817
Oak Street Weather Station,2017-04-01 18:00:00,42,Safe,18,1,4,2017,41.901997,-87.622817
63rd Street Weather Station,2017-04-01 14:00:00,799,Dangerous,14,1,4,2017,41.780992,-87.572619
Oak Street Weather Station,2017-04-01 08:00:00,228,Moderately safe,8,1,4,2017,41.901997,-87.622817
Foster Weather Station,2017-04-01 07:00:00,0,Safe,7,1,4,2017,41.976464,-87.647525
63rd Street Weather Station,2017-04-01 02:00:00,4,Safe,2,1,4,2017,41.780992,-87.572619
Foster Weather Station,2017-03-31 18:00:00,0,Safe,18,31,3,2017,41.976464,-87.647525
Foster Weather Station,2017-03-31 17:00:00,0,Safe,17,31,3,2017,41.976464,-87.647525
63rd Street Weather Station,2017-03-31 16:00:00,114,Safe,16,31,3,2017,41.780992,-87.572619
Foster Weather Station,2017-03-31 16:00:00,0,Safe,16,31,3,2017,41.976464,-87.647525
63rd Street Weather Station,2017-03-31 11:00:00,110,Safe,11,31,3,2017,41.780992,-87.572619
63rd Street Weather Station,2017-03-31 10:00:00,101,Safe,10,31,3,2017,41.780992,-87.572619
Oak Street Weather Station,2017-03-31 01:00:00,2,Safe,1,31,3,2017,41.901997,-87.622817
Foster Weather Station,2017-03-30 20:00:00,0,Safe,20,30,3,2017,41.976464,-87.647525
63rd Street Weather Station,2017-03-30 19:00:00,8,Safe,19,30,3,2017,41.780992,-87.572619
Foster Weather Station,2017-03-30 06:00:00,0,Safe,6,30,3,2017,41.976464,-87.647525
63rd Street Weather Station,2017-03-30 05:00:00,4,Safe,5,30,3,2017,41.780992,-87.572619
Foster Weather Station,2017-03-30 01:00:00,0,Safe,1,30,3,2017,41.976464,-87.647525
Oak Street Weather Station,2017-03-30 01:00:00,1,Safe,1,30,3,2017,41.901997,-87.622817
63rd Street Weather Station,2017-03-29 22:00:00,4,Safe,22,29,3,2017,41.780992,-87.572619
Oak Street Weather Station,2017-03-29 19:00:00,2,Safe,19,29,3,2017,41.901997,-87.622817
Oak Street Weather Station,2017-03-29 14:00:00,74,Safe,14,29,3,2017,41.901997,-87.622817
Foster Weather Station,2017-03-29 10:00:00,0,Safe,10,29,3,2017,41.976464,-87.647525
Oak Street Weather Station,2017-03-29 09:00:00,245,Moderately safe,9,29,3,2017,41.901997,-87.622817
63rd Street Weather Station,2017-03-29 05:00:00,5,Safe,5,29,3,2017,41.780992,-87.572619
63rd Street Weather Station,2017-03-29 04:00:00,5,Safe,4,29,3,2017,41.780992,-87.572619
Oak Street Weather Station,2017-03-29 04:00:00,2,Safe,4,29,3,2017,41.901997,-87.622817
63rd Street Weather Station,2017-03-28 22:00:00,5,Safe,22,28,3,2017,41.780992,-87.572619
Foster Weather Station,2017-03-28 22:00:00,0,Safe,22,28,3,2017,41.976464,-87.647525
Oak Street Weather Station,2017-03-28 22:00:00,1,Safe,22,28,3,2017,41.901997,-87.622817
Foster Weather Station,2017-03-28 19:00:00,0,Safe,19,28,3,2017,41.976464,-87.647525
Foster Weather Station,2017-03-28 18:00:00,0,Safe,18,28,3,2017,41.976464,-87.647525
Oak Street Weather Station,2017-03-28 15:00:00,185,Safe,15,28,3,2017,41.901997,-87.622817
Oak Street Weather Station,2017-03-28 13:00:00,284,Moderately safe,13,28,3,2017,41.901997,-87.622817
Foster Weather Station,2017-03-28 12:00:00,0,Safe,12,28,3,2017,41.976464,-87.647525
Oak Street Weather Station,2017-03-28 03:00:00,1,Safe,3,28,3,2017,41.901997,-87.622817
Oak Street Weather Station,2017-03-28 02:00:00,1,Safe,2,28,3,2017,41.901997,-87.622817
Foster Weather Station,2017-03-27 23:00:00,0,Safe,23,27,3,2017,41.976464,-87.647525
63rd Street Weather Station,2017-03-27 21:00:00,4,Safe,21,27,3,2017,41.780992,-87.572619
63rd Street Weather Station,2017-03-27 19:00:00,6,Safe,19,27,3,2017,41.780992,-87.572619
Oak Street Weather Station,2017-03-27 18:00:00,31,Safe,18,27,3,2017,41.901997,-87.622817
Foster Weather Station,2017-03-27 13:00:00,0,Safe,13,27,3,2017,41.976464,-87.647525
Oak Street Weather Station,2017-03-27 06:00:00,1,Safe,6,27,3,2017,41.901997,-87.622817
Foster Weather Station,2017-03-27 03:00:00,0,Safe,3,27,3,2017,41.976464,-87.647525
Oak Street Weather Station,2017-03-27 03:00:00,0,Safe,3,27,3,2017,41.901997,-87.622817
Foster Weather Station,2017-03-27 01:00:00,0,Safe,1,27,3,2017,41.976464,-87.647525
Foster Weather Station,2017-03-26 17:00:00,0,Safe,17,26,3,2017,41.976464,-87.647525
Foster Weather Station,2017-03-26 15:00:00,0,Safe,15,26,3,2017,41.976464,-87.647525
63rd Street Weather Station,2017-03-26 14:00:00,824,Extremely dangerous,14,26,3,2017,41.780992,-87.572619
Foster Weather Station,2017-03-26 10:00:00,0,Safe,10,26,3,2017,41.976464,-87.647525
Foster Weather Station,2017-03-26 09:00:00,0,Safe,9,26,3,2017,41.976464,-87.647525
Oak Street Weather Station,2017-03-26 07:00:00,2,Safe,7,26,3,2017,41.901997,-87.622817
Foster Weather Station,2017-03-26 06:00:00,0,Safe,6,26,3,2017,41.976464,-87.647525
Foster Weather Station,2017-03-26 04:00:00,0,Safe,4,26,3,2017,41.976464,-87.647525
63rd Street Weather Station,2017-03-26 03:00:00,4,Safe,3,26,3,2017,41.780992,-87.572619
Oak Street Weather Station,2017-03-25 20:00:00,2,Safe,20,25,3,2017,41.901997,-87.622817
Foster Weather Station,2017-03-25 19:00:00,0,Safe,19,25,3,2017,41.976464,-87.647525
Oak Street Weather Station,2017-03-25 17:00:00,9,Safe,17,25,3,2017,41.901997,-87.622817
Oak Street Weather Station,2017-03-25 15:00:00,50,Safe,15,25,3,2017,41.901997,-87.622817
63rd Street Weather Station,2017-03-25 05:00:00,4,Safe,5,25,3,2017,41.780992,-87.572619
Oak Street Weather Station,2017-03-25 02:00:00,2,Safe,2,25,3,2017,41.901997,-87.622817
63rd Street Weather Station,2017-03-25 01:00:00,4,Safe,1,25,3,2017,41.780992,-87.572619
63rd Street Weather Station,2017-03-24 23:00:00,4,Safe,23,24,3,2017,41.780992,-87.572619
Oak Street Weather Station,2017-03-24 19:00:00,4,Safe,19,24,3,2017,41.901997,-87.622817
Oak Street Weather Station,2017-03-24 15:00:00,410,Slightly dangerous,15,24,3,2017,41.901997,-87.622817
63rd Street Weather Station,2017-03-24 14:00:00,730,Dangerous,14,24,3,2017,41.780992,-87.572619
Oak Street Weather Station,2017-03-24 10:00:00,360,Moderately safe,10,24,3,2017,41.901997,-87.622817
63rd Street Weather Station,2017-03-24 08:00:00,121,Safe,8,24,3,2017,41.780992,-87.572619
