station_name,measurement_timestamp,air_temperature,wet_bulb_temperature,humidity,rain_intensity,interval_rain,total_rain,precipitation_type,wind_direction,wind_speed,maximum_wind_speed,barometric_pressure,solar_radiation,heading,battery_life,measurement_timestamp_label,measurement_id
Foster Weather Station,2016-12-27T21:00:00.000,-2,,69,,0,,,257,4.4,5.6,998,0,,15.2,12/27/2016 9:00 PM,FosterWeatherStation201612272100
Oak Street Weather Station,2016-12-27T21:00:00.000,-0.5,-2.1,72,0,0,135.1,0,340,1.5,2.6,998.8,2,1,12,12/27/2016 9:00 PM,OakStreetWeatherStation201612272100
63rd Street Weather Station,2016-12-27T20:00:00.000,-1.2,-2.4,78,0,0,39.3,0,270,2.3,3.5,998.5,4,354,11.9,12/27/2016 8:00 PM,63rdStreetWeatherStation201612272000
Foster Weather Station,2016-12-27T20:00:00.000,-1.78,,68,,0,,,263,4,4.2,997.6,0,,14.8,12/27/2016 8:00 PM,FosterWeatherStation201612272000
Oak Street Weather Station,2016-12-27T20:00:00.000,-0.5,-2.1,72,0,0,135.1,0,251,0.9,1.9,998.9,2,0,12,12/27/2016 8:00 PM,OakStreetWeatherStation201612272000
63rd Street Weather Station,2016-12-27T19:00:00.000,-1,-2.3,76,0,0,39.3,0,268,4.6,6.4,998,4,354,11.9,12/27/2016 7:00 PM,63rdStreetWeatherStation201612271900
Foster Weather Station,2016-12-27T19:00:00.000,-1.78,,68,,0,,,268,2.6,3,997.6,0,,14.8,12/27/2016 7:00 PM,FosterWeatherStation201612271900
Oak Street Weather Station,2016-12-27T19:00:00.000,-0.5,-2.1,71,0,0,135.1,0,273,1.2,2.8,998.4,2,0,12.1,12/27/2016 7:00 PM,OakStreetWeatherStation201612271900
63rd Street Weather Station,2016-12-27T18:00:00.000,-1.1,-2.5,74,0,0,39.3,0,287,2.6,3.9,998.3,4,354,11.9,12/27/2016 6:00 PM,63rdStreetWeatherStation201612271800
Foster Weather Station,2016-12-27T18:00:00.000,-1.78,,65,,0,,,224,2.1,2.5,997.3,0,,14.8,12/27/2016 6:00 PM,FosterWeatherStation201612271800
Oak Street Weather Station,2016-12-27T18:00:00.000,-0.4,-2.2,69,0,0,135.1,0,278,0.9,3,998.5,2,0,12,12/27/2016 6:00 PM,OakStreetWeatherStation201612271800
63rd Street Weather Station,2016-12-27T17:00:00.000,-0.9,-2.4,72,0,0,39.3,0,272,3.5,6.2,998,4,354,11.9,12/27/2016 5:00 PM,63rdStreetWeatherStation201612271700
Foster Weather Station,2016-12-27T17:00:00.000,-1.89,,63,,0,,,253,3.4,4.1,997.3,0,,15.2,12/27/2016 5:00 PM,FosterWeatherStation201612271700
Oak Street Weather Station,2016-12-27T17:00:00.000,-0.6,-2.5,66,0,0,135.1,0,315,1.1,3.4,998.3,2,0,12,12/27/2016 5:00 PM,OakStreetWeatherStation201612271700
63rd Street Weather Station,2016-12-27T16:00:00.000,-0.7,-2.5,69,0,0,39.3,0,276,3.3,6.6,997.8,29,353,11.9,12/27/2016 4:00 PM,63rdStreetWeatherStation201612271600
Foster Weather Station,2016-12-27T16:00:00.000,-2.28,,61,,0,,,261,2.5,3.2,997.3,0,,14.8,12/27/2016 4:00 PM,FosterWeatherStation201612271600
Oak Street Weather Station,2016-12-27T16:00:00.000,-0.7,-2.7,65,0,0,135.1,0,291,1.7,5.2,998.1,14,0,12,12/27/2016 4:00 PM,OakStreetWeatherStation201612271600
63rd Street Weather Station,2016-12-27T15:00:00.000,-0.5,-2.4,67,0,0,39.3,0,283,4.5,8.6,997.2,212,353,11.9,12/27/2016 3:00 PM,63rdStreetWeatherStation201612271500
Foster Weather Station,2016-12-27T15:00:00.000,-2.5,,61,,0,,,276,4.6,5.2,997,0,,14.8,12/27/2016 3:00 PM,FosterWeatherStation201612271500
Oak Street Weather Station,2016-12-27T15:00:00.000,-0.8,-2.8,63,0,0,135.1,0,265,1.4,3.4,998,64,0,12,12/27/2016 3:00 PM,OakStreetWeatherStation201612271500
63rd Street Weather Station,2016-12-27T14:00:00.000,-0.3,-2.2,66,0,0,39.3,0,263,6,9.8,997,363,353,11.9,12/27/2016 2:00 PM,63rdStreetWeatherStation201612271400
Foster Weather Station,2016-12-27T14:00:00.000,-2.17,,61,,0,,,264,4,4.5,996.6,0,,15.2,12/27/2016 2:00 PM,FosterWeatherStation201612271400
Oak Street Weather Station,2016-12-27T14:00:00.000,-0.7,-2.7,63,0,0,135.1,0,220,0.8,2.4,997.3,64,0,12,12/27/2016 2:00 PM,OakStreetWeatherStation201612271400
63rd Street Weather Station,2016-12-27T13:00:00.000,-0.5,-2.3,68,0,0,39.3,0,284,4.4,7.9,996.8,494,354,11.9,12/27/2016 1:00 PM,63rdStreetWeatherStation201612271300
Foster Weather Station,2016-12-27T13:00:00.000,-1.89,,61,,0,,,281,4.1,4.6,996.3,0,,15.2,12/27/2016 1:00 PM,FosterWeatherStation201612271300
Oak Street Weather Station,2016-12-27T13:00:00.000,-0.2,-2.4,62,0,0,135.1,0,328,1.2,3.1,997,71,0,12.1,12/27/2016 1:00 PM,OakStreetWeatherStation201612271300
63rd Street Weather Station,2016-12-27T12:00:00.000,-0.8,-2.6,67,0,0,39.3,0,287,5.4,9,997.2,514,354,11.8,12/27/2016 12:00 PM,63rdStreetWeatherStation201612271200
Foster Weather Station,2016-12-27T12:00:00.000,-2.06,,62,,0,,,289,2.3,2.6,996.6,0,,14.8,12/27/2016 12:00 PM,FosterWeatherStation201612271200
Oak Street Weather Station,2016-12-27T12:00:00.000,-0.5,-2.4,66,0,0,135.1,0,283,3,4.7,997.2,163,1,12.1,12/27/2016 12:00 PM,OakStreetWeatherStation201612271200
63rd Street Weather Station,2016-12-27T11:00:00.000,-0.7,-2.6,66,0,0,39.3,0,270,7.1,10.8,997.2,405,353,11.9,12/27/2016 11:00 AM,63rdStreetWeatherStation201612271100
Foster Weather Station,2016-12-27T11:00:00.000,-2.28,,61,,0,,,273,3.3,4.1,996.6,0,,15.2,12/27/2016 11:00 AM,FosterWeatherStation201612271100
Oak Street Weather Station,2016-12-27T11:00:00.000,-0.6,-2.6,63,0,0,135.1,0,330,1.3,2.4,997.6,172,0,12.1,12/27/2016 11:00 AM,OakStreetWeatherStation201612271100
63rd Street Weather Station,2016-12-27T10:00:00.000,-1.3,-3,68,0,0,39.3,0,262,5.6,7.8,997.4,322,354,11.9,12/27/2016 10:00 AM,63rdStreetWeatherStation201612271000
Foster Weather Station,2016-12-27T10:00:00.000,-2.39,,61,,0,,,262,2.9,3.3,997.3,0,,15.2,12/27/2016 10:00 AM,FosterWeatherStation201612271000
Oak Street Weather Station,2016-12-27T10:00:00.000,-0.8,-2.8,65,0,0,135.1,0,295,1.5,3.6,997.9,410,1,12.1,12/27/2016 10:00 AM,OakStreetWeatherStation201612271000
63rd Street Weather Station,2016-12-27T09:00:00.000,-1.9,-3.4,71,0,0,39.3,0,259,4.4,6.7,997.2,196,354,11.9,12/27/2016 9:00 AM,63rdStreetWeatherStation201612270900
Foster Weather Station,2016-12-27T09:00:00.000,-3.06,,63,,0,,,266,5.1,5.4,996.6,0,,14.8,12/27/2016 9:00 AM,FosterWeatherStation201612270900
Oak Street Weather Station,2016-12-27T09:00:00.000,-1.9,-3.6,68,0,0,135.1,0,290,1.6,3.7,997.5,52,0,12,12/27/2016 9:00 AM,OakStreetWeatherStation201612270900
63rd Street Weather Station,2016-12-27T08:00:00.000,-2.5,-3.9,72,0,0,39.3,0,270,5.6,8.9,997.3,29,354,11.9,12/27/2016 8:00 AM,63rdStreetWeatherStation201612270800
Foster Weather Station,2016-12-27T08:00:00.000,-3.17,,63,,0,,,281,5.1,6.1,996.3,0,,15.2,12/27/2016 8:00 AM,FosterWeatherStation201612270800
Oak Street Weather Station,2016-12-27T08:00:00.000,-2.1,-3.8,68,0,0,135.1,0,281,1.4,4,997.4,30,0,12,12/27/2016 8:00 AM,OakStreetWeatherStation201612270800
63rd Street Weather Station,2016-12-27T07:00:00.000,-2.4,-3.8,73,0,0,39.3,0,271,6.4,9.3,996.8,5,353,11.9,12/27/2016 7:00 AM,63rdStreetWeatherStation201612270700
Foster Weather Station,2016-12-27T07:00:00.000,-3.06,,64,,0,,,266,3.6,4.9,995.9,0,,15.2,12/27/2016 7:00 AM,FosterWeatherStation201612270700
Oak Street Weather Station,2016-12-27T07:00:00.000,-2,-3.7,68,0,0,135.1,0,325,1,2.5,997.1,3,0,12,12/27/2016 7:00 AM,OakStreetWeatherStation201612270700
63rd Street Weather Station,2016-12-27T06:00:00.000,-2.4,-3.9,71,0,0,39.3,0,272,4,5,996.4,4,354,11.9,12/27/2016 6:00 AM,63rdStreetWeatherStation201612270600
Foster Weather Station,2016-12-27T06:00:00.000,-3.17,,63,,0,,,246,2.8,3.2,995.9,0,,15.2,12/27/2016 6:00 AM,FosterWeatherStation201612270600
Oak Street Weather Station,2016-12-27T06:00:00.000,-2,-3.7,66,0,0,135.1,0,331,2,3.5,996.5,2,0,11.9,12/27/2016 6:00 AM,OakStreetWeatherStation201612270600
63rd Street Weather Station,2016-12-27T05:00:00.000,-2.4,-4,69,0,0,39.3,0,273,6.5,10,996.7,4,353,11.9,12/27/2016 5:00 AM,63rdStreetWeatherStation201612270500
Foster Weather Station,2016-12-27T05:00:00.000,-3.28,,61,,0,,,268,2,2.7,995.9,0,,15.2,12/27/2016 5:00 AM,FosterWeatherStation201612270500
Oak Street Weather Station,2016-12-27T05:00:00.000,-2,-3.8,64,0,0,135.1,0,273,1.5,3.2,996.9,2,0,11.9,12/27/2016 5:00 AM,OakStreetWeatherStation201612270500
63rd Street Weather Station,2016-12-27T04:00:00.000,-2.4,-4.1,67,0,0,39.3,0,288,3.2,5.4,996.4,4,354,11.8,12/27/2016 4:00 AM,63rdStreetWeatherStation201612270400
Foster Weather Station,2016-12-27T04:00:00.000,-3.28,,58,,0,,,271,4.1,4.2,995.6,0,,14.8,12/27/2016 4:00 AM,FosterWeatherStation201612270400
Oak Street Weather Station,2016-12-27T04:00:00.000,-2,-4,63,0,0,135.1,0,295,1.7,3.8,996.7,2,0,12,12/27/2016 4:00 AM,OakStreetWeatherStation201612270400
63rd Street Weather Station,2016-12-27T03:00:00.000,-1.9,-3.7,66,0,0,39.3,0,274,5.4,8.8,996.2,4,354,11.8,12/27/2016 3:00 AM,63rdStreetWeatherStation201612270300
Foster Weather Station,2016-12-27T03:00:00.000,-2.56,,59,,0,,,278,2.5,2.6,995.3,0,,14.8,12/27/2016 3:00 AM,FosterWeatherStation201612270300
Oak Street Weather Station,2016-12-27T03:00:00.000,-1.7,-3.7,62,0,0,135.1,0,313,1.9,4,996.4,2,0,12,12/27/2016 3:00 AM,OakStreetWeatherStation201612270300
63rd Street Weather Station,2016-12-27T02:00:00.000,-1.6,-3.6,63,0,0,39.3,0,277,7.8,12.4,995.8,4,354,11.9,12/27/2016 2:00 AM,63rdStreetWeatherStation201612270200
Foster Weather Station,2016-12-27T02:00:00.000,-2.17,,58,,0,,,273,3.8,4.1,995.3,0,,15.2,12/27/2016 2:00 AM,FosterWeatherStation201612270200
Oak Street Weather Station,2016-12-27T02:00:00.000,-1.1,-3.3,60,0,0,135.1,0,298,2.7,4.8,996.1,2,0,12.1,12/27/2016 2:00 AM,OakStreetWeatherStation201612270200
63rd Street Weather Station,2016-12-27T01:00:00.000,-0.8,-2.9,63,0,0,39.3,0,293,6.2,10.9,995.2,4,354,11.9,12/27/2016 1:00 AM,63rdStreetWeatherStation201612270100
Foster Weather Station,2016-12-27T01:00:00.000,-1.78,,56,,0,,,257,6.1,7.6,994.2,0,,14.8,12/27/2016 1:00 AM,FosterWeatherStation201612270100
Oak Street Weather Station,2016-12-27T01:00:00.000,-0.4,-2.7,60,0,0,135.1,0,260,2.4,5,995.4,2,0,12.1,12/27/2016 1:00 AM,OakStreetWeatherStation201612270100
63rd Street Weather Station,2016-12-27T00:00:00.000,-0.5,-2.7,61,0,0,39.3,0,282,7.2,13.6,995.1,4,354,11.9,12/27/2016 12:00 AM,63rdStreetWeatherStation201612272400
Foster Weather Station,2016-12-27T00:00:00.000,-1.39,,53,,0,,,257,9.4,11.1,994.2,0,,15.2,12/27/2016 12:00 AM,FosterWeatherStation201612272400
Oak Street Weather Station,2016-12-27T00:00:00.000,-0.1,-2.5,58,0,0,135.1,0,334,2.1,4.6,995.3,2,1,12,12/27/2016 12:00 AM,OakStreetWeatherStation201612272400
63rd Street Weather Station,2016-12-26T23:00:00.000,-0.1,-2.5,59,0,0,39.3,0,283,9.8,16.7,994.7,4,353,11.9,12/26/2016 11:00 PM,63rdStreetWeatherStation201612262300
Foster Weather Station,2016-12-26T23:00:00.000,-1,,53,,0,,,252,4.7,5.2,994.2,0,,15.2,12/26/2016 11:00 PM,FosterWeatherStation201612262300
Oak Street Weather Station,2016-12-26T23:00:00.000,0.4,-2,58,0,0,135.1,0,299,3,7.5,995.1,1,1,12,12/26/2016 11:00 PM,OakStreetWeatherStation201612262300
63rd Street Weather Station,2016-12-26T22:00:00.000,0.4,-1.9,61,0,0,39.3,0,280,7,11.6,994.5,4,354,11.9,12/26/2016 10:00 PM,63rdStreetWeatherStation201612262200
Foster Weather Station,2016-12-26T22:00:00.000,-0.39,,54,,0,,,274,4,4.9,993.2,0,,15.2,12/26/2016 10:00 PM,FosterWeatherStation201612262200
Oak Street Weather Station,2016-12-26T22:00:00.000,0.7,-1.9,58,0,0,135.1,0,320,2.2,7,994.3,2,0,12,12/26/2016 10:00 PM,OakStreetWeatherStation201612262200
63rd Street Weather Station,2016-12-26T21:00:00.000,0.9,-1.6,58,0,0,39.3,0,284,8,14.1,994.1,4,353,11.9,12/26/2016 9:00 PM,63rdStreetWeatherStation201612262100
Foster Weather Station,2016-12-26T21:00:00.000,0.17,,52,,0,,,269,5.5,6,993.2,0,,15.2,12/26/2016 9:00 PM,FosterWeatherStation201612262100
Oak Street Weather Station,2016-12-26T21:00:00.000,1.2,-1.5,55,0,0,135.1,0,318,1.9,5.8,994.1,1,1,12.1,12/26/2016 9:00 PM,OakStreetWeatherStation201612262100
63rd Street Weather Station,2016-12-26T20:00:00.000,2.7,-0.2,55,0,0,39.3,0,276,9.3,14.5,992.7,4,353,11.9,12/26/2016 8:00 PM,63rdStreetWeatherStation201612262000
Foster Weather Station,2016-12-26T20:00:00.000,1.56,,48,,0,,,252,7.7,9.7,991.5,0,,15.2,12/26/2016 8:00 PM,FosterWeatherStation201612262000
Oak Street Weather Station,2016-12-26T20:00:00.000,2.8,-0.2,54,0,0,135.1,0,308,2.7,6.7,992.4,1,0,12,12/26/2016 8:00 PM,OakStreetWeatherStation201612262000
63rd Street Weather Station,2016-12-26T19:00:00.000,4.2,0.6,49,0,0,39.3,0,277,8.7,16,991.8,3,353,11.8,12/26/2016 7:00 PM,63rdStreetWeatherStation201612261900
Foster Weather Station,2016-12-26T19:00:00.000,3.06,,42,,0,,,269,7.7,8.3,990.5,0,,15.2,12/26/2016 7:00 PM,FosterWeatherStation201612261900
Oak Street Weather Station,2016-12-26T19:00:00.000,4.3,0.4,46,0,0,135.1,0,281,2.6,6.8,991.6,1,1,12,12/26/2016 7:00 PM,OakStreetWeatherStation201612261900
63rd Street Weather Station,2016-12-26T18:00:00.000,6.5,3.1,56,0,0,39.3,0,265,8,9.5,990.9,3,354,11.9,12/26/2016 6:00 PM,63rdStreetWeatherStation201612261800
Foster Weather Station,2016-12-26T18:00:00.000,4.78,,45,,0,,,267,4.7,5.6,990.2,0,,15.2,12/26/2016 6:00 PM,FosterWeatherStation201612261800
Oak Street Weather Station,2016-12-26T18:00:00.000,6.1,2.6,54,0,0,135.1,0,336,1.6,3.7,991,1,1,12,12/26/2016 6:00 PM,OakStreetWeatherStation201612261800
63rd Street Weather Station,2016-12-26T17:00:00.000,9.4,4.8,48,0,0,39.3,0,257,10.3,14.3,989.4,3,354,11.8,12/26/2016 5:00 PM,63rdStreetWeatherStation201612261700
Foster Weather Station,2016-12-26T17:00:00.000,7.89,,49,,0,,,275,6.1,7,988.8,0,,15.1,12/26/2016 5:00 PM,FosterWeatherStation201612261700
Oak Street Weather Station,2016-12-26T17:00:00.000,9.3,5,51,0,0,135.1,0,265,3.7,8,989.6,0,1,12,12/26/2016 5:00 PM,OakStreetWeatherStation201612261700
63rd Street Weather Station,2016-12-26T16:00:00.000,10.8,5.8,46,0,0,39.3,0,252,8.1,11.9,988.7,53,353,11.8,12/26/2016 4:00 PM,63rdStreetWeatherStation201612261600
Foster Weather Station,2016-12-26T16:00:00.000,10.28,,39,,0,,,254,3.1,3.5,987.8,0,,15.1,12/26/2016 4:00 PM,FosterWeatherStation201612261600
Oak Street Weather Station,2016-12-26T16:00:00.000,10.9,5.7,44,0,0,135.1,0,259,3.2,7.1,988.5,10,1,12.1,12/26/2016 4:00 PM,OakStreetWeatherStation201612261600
63rd Street Weather Station,2016-12-26T15:00:00.000,12.3,7,47,0,0,39.3,0,256,7.6,11.6,988.5,189,353,12,12/26/2016 3:00 PM,63rdStreetWeatherStation201612261500
Foster Weather Station,2016-12-26T15:00:00.000,11.67,,41,,0,,,227,4.9,5.4,987.5,0,,15.1,12/26/2016 3:00 PM,FosterWeatherStation201612261500
Oak Street Weather Station,2016-12-26T15:00:00.000,11.9,6.6,45,0,0,135.1,0,269,3.4,6.6,988.4,18,1,12.1,12/26/2016 3:00 PM,OakStreetWeatherStation201612261500
63rd Street Weather Station,2016-12-26T14:00:00.000,12.5,7.7,52,0,0,39.3,0,258,10.8,16.5,987.7,298,353,11.9,12/26/2016 2:00 PM,63rdStreetWeatherStation201612261400
Foster Weather Station,2016-12-26T14:00:00.000,12,,45,,0,,,211,4.6,5.2,987.1,0,,15.1,12/26/2016 2:00 PM,FosterWeatherStation201612261400
63rd Street Weather Station,2016-12-26T13:00:00.000,12.9,9.3,63,0,0,39.3,0,255,7.1,12.4,988.2,373,354,11.9,12/26/2016 1:00 PM,63rdStreetWeatherStation201612261300
Foster Weather Station,2016-12-26T13:00:00.000,12.06,,47,,0,,,234,6,7.2,987.5,0,,15.1,12/26/2016 1:00 PM,FosterWeatherStation201612261300
Oak Street Weather Station,2016-12-26T13:00:00.000,12.5,8.6,60,0,0,135.1,0,270,3.1,8,988.3,36,1,12.1,12/26/2016 1:00 PM,OakStreetWeatherStation201612261300
63rd Street Weather Station,2016-12-26T12:00:00.000,12.4,9.6,71,0,0,39.3,0,251,7.8,12.2,988.5,407,354,11.9,12/26/2016 12:00 PM,63rdStreetWeatherStation201612261200
Foster Weather Station,2016-12-26T12:00:00.000,12.06,,57,,0,,,236,6.6,7.7,987.5,0,,15.1,12/26/2016 12:00 PM,FosterWeatherStation201612261200
Oak Street Weather Station,2016-12-26T12:00:00.000,12.4,9.1,66,0,0,135.1,0,270,1.5,6.3,988.4,36,1,12,12/26/2016 12:00 PM,OakStreetWeatherStation201612261200
63rd Street Weather Station,2016-12-26T11:00:00.000,11.9,9.7,76,0,0,39.3,0,246,7.6,11.6,989.3,399,354,11.9,12/26/2016 11:00 AM,63rdStreetWeatherStation201612261100
Foster Weather Station,2016-12-26T11:00:00.000,11.89,,62,,0,,,224,5.9,6.3,988.5,0,,15.1,12/26/2016 11:00 AM,FosterWeatherStation201612261100
Oak Street Weather Station,2016-12-26T11:00:00.000,12.2,9.4,70,0,0,135.1,0,282,2,7.4,989.3,148,1,12.1,12/26/2016 11:00 AM,OakStreetWeatherStation201612261100
63rd Street Weather Station,2016-12-26T10:00:00.000,11.2,9.5,82,0,0,39.3,0,240,6.8,10.5,990.6,93,354,11.8,12/26/2016 10:00 AM,63rdStreetWeatherStation201612261000
Foster Weather Station,2016-12-26T10:00:00.000,11,,70,,0,,,215,4.5,5.3,989.2,0,,15.1,12/26/2016 10:00 AM,FosterWeatherStation201612261000
Oak Street Weather Station,2016-12-26T10:00:00.000,11.6,9.5,77,0,0,135.1,0,272,3.3,7.3,990.2,270,1,12,12/26/2016 10:00 AM,OakStreetWeatherStation201612261000
63rd Street Weather Station,2016-12-26T09:00:00.000,10.5,9.3,85,0,0,39.3,0,221,6.4,9.7,990.2,199,355,12,12/26/2016 9:00 AM,63rdStreetWeatherStation201612260900
Foster Weather Station,2016-12-26T09:00:00.000,9.89,,74,,0,,,191,3.4,5.3,989.2,0,,15.1,12/26/2016 9:00 AM,FosterWeatherStation201612260900
Oak Street Weather Station,2016-12-26T09:00:00.000,10.6,8.6,78,0,0,135.1,0,318,1.4,3.1,990.1,48,1,12.1,12/26/2016 9:00 AM,OakStreetWeatherStation201612260900
63rd Street Weather Station,2016-12-26T08:00:00.000,10.1,9.1,88,0,0,39.3,0,217,4.8,8.6,989.9,17,355,12,12/26/2016 8:00 AM,63rdStreetWeatherStation201612260800
Foster Weather Station,2016-12-26T08:00:00.000,10,,77,,0.03,,,199,6.5,7.4,989.2,0,,15.1,12/26/2016 8:00 AM,FosterWeatherStation201612260800
Oak Street Weather Station,2016-12-26T08:00:00.000,11.2,9.1,77,0,0,135.1,0,289,3.2,5.9,989.8,29,1,12.1,12/26/2016 8:00 AM,OakStreetWeatherStation201612260800
63rd Street Weather Station,2016-12-26T07:00:00.000,10.4,9.6,90,0,3.2,39.3,60,217,3.9,8.6,989.9,3,354,11.8,12/26/2016 7:00 AM,63rdStreetWeatherStation201612260700
Foster Weather Station,2016-12-26T07:00:00.000,10.67,,77,,0.18,,,197,6.7,7.2,988.8,0,,15.1,12/26/2016 7:00 AM,FosterWeatherStation201612260700
Oak Street Weather Station,2016-12-26T07:00:00.000,11.2,9.4,80,0,0.4,135,0,316,1.3,5.4,990,0,1,12,12/26/2016 7:00 AM,OakStreetWeatherStation201612260700
63rd Street Weather Station,2016-12-26T06:00:00.000,11.7,11.6,99,0,4.3,36,0,231,4.4,7.1,990.8,3,354,11.9,12/26/2016 6:00 AM,63rdStreetWeatherStation201612260600
Foster Weather Station,2016-12-26T06:00:00.000,10.78,,86,,1.27,,,222,4.9,5.4,989.5,0,,15.1,12/26/2016 6:00 AM,FosterWeatherStation201612260600
Oak Street Weather Station,2016-12-26T06:00:00.000,11.8,11.1,92,0,1.9,134.7,60,267,2.2,5.1,990.9,0,1,12.1,12/26/2016 6:00 AM,OakStreetWeatherStation201612260600
63rd Street Weather Station,2016-12-26T05:00:00.000,12.4,12.2,98,6.6,2.9,31.7,60,242,4.4,6.6,990.8,3,354,11.9,12/26/2016 5:00 AM,63rdStreetWeatherStation201612260500
Foster Weather Station,2016-12-26T05:00:00.000,12,,87,,3.2,,,224,4.4,5.7,990.2,0,,15.1,12/26/2016 5:00 AM,FosterWeatherStation201612260500
Oak Street Weather Station,2016-12-26T05:00:00.000,12.5,11.8,92,3,1.5,132.7,60,276,1.8,4.3,991,0,1,12.1,12/26/2016 5:00 AM,OakStreetWeatherStation201612260500
63rd Street Weather Station,2016-12-26T04:00:00.000,12,11.8,98,4.2,2.2,28.8,60,210,5.1,9.4,990.1,3,354,12,12/26/2016 4:00 AM,63rdStreetWeatherStation201612260400
Foster Weather Station,2016-12-26T04:00:00.000,12.5,,89,,0.51,,,198,8.6,9.4,989.5,0,,15.1,12/26/2016 4:00 AM,FosterWeatherStation201612260400
Oak Street Weather Station,2016-12-26T04:00:00.000,13,12.4,93,0.6,0.4,131.3,60,265,1.9,5,990.6,0,1,12,12/26/2016 4:00 AM,OakStreetWeatherStation201612260400
63rd Street Weather Station,2016-12-26T03:00:00.000,10.7,10.6,99,0,0,26.7,0,198,7.2,12.3,990,3,355,11.8,12/26/2016 3:00 AM,63rdStreetWeatherStation201612260300
Foster Weather Station,2016-12-26T03:00:00.000,10.89,,91,,0,,,205,4.5,5.2,989.5,0,,15.1,12/26/2016 3:00 AM,FosterWeatherStation201612260300
Oak Street Weather Station,2016-12-26T03:00:00.000,11.3,10.9,95,0,0,130.9,0,72,1.6,3.5,990.2,1,1,12,12/26/2016 3:00 AM,OakStreetWeatherStation201612260300
63rd Street Weather Station,2016-12-26T02:00:00.000,9.5,9.5,100,0,0,26.7,0,180,6.9,14.5,990.9,3,354,11.9,12/26/2016 2:00 AM,63rdStreetWeatherStation201612260200
Foster Weather Station,2016-12-26T02:00:00.000,6.06,,90,,0,,,160,5.2,6.1,989.8,0,,15.2,12/26/2016 2:00 AM,FosterWeatherStation201612260200
Oak Street Weather Station,2016-12-26T02:00:00.000,9.7,9.3,96,0,0,130.9,60,111,3.6,6.6,990.9,1,1,12.1,12/26/2016 2:00 AM,OakStreetWeatherStation201612260200
63rd Street Weather Station,2016-12-26T01:00:00.000,7.3,7.2,99,0,0,26.7,0,179,4.7,8.7,992,3,354,11.9,12/26/2016 1:00 AM,63rdStreetWeatherStation201612260100
Foster Weather Station,2016-12-26T01:00:00.000,3.56,,89,,0,,,143,4.4,5.4,991.2,0,,15.2,12/26/2016 1:00 AM,FosterWeatherStation201612260100
Oak Street Weather Station,2016-12-26T01:00:00.000,6.1,5.8,95,0,0,130.9,0,108,3.8,6,992.2,2,1,12.1,12/26/2016 1:00 AM,OakStreetWeatherStation201612260100
63rd Street Weather Station,2016-12-26T00:00:00.000,5.8,5.7,99,0,0,26.7,0,172,4.5,7.3,993.4,4,355,11.9,12/26/2016 12:00 AM,63rdStreetWeatherStation201612262400
Foster Weather Station,2016-12-26T00:00:00.000,2.39,,88,,0.2,,,141,5.6,6,992.6,0,,15.1,12/26/2016 12:00 AM,FosterWeatherStation201612262400
Oak Street Weather Station,2016-12-26T00:00:00.000,4.7,4.3,95,0,0.1,130.9,0,107,4.9,7.8,993.7,2,1,12,12/26/2016 12:00 AM,OakStreetWeatherStation201612262400
63rd Street Weather Station,2016-12-25T23:00:00.000,4.4,4.3,98,0,0,26.7,0,161,5.7,8.7,995.1,4,354,11.9,12/25/2016 11:00 PM,63rdStreetWeatherStation201612252300
Foster Weather Station,2016-12-25T23:00:00.000,2,,88,,0,,,134,8.2,8.9,994.6,0,,15.2,12/25/2016 11:00 PM,FosterWeatherStation201612252300
Oak Street Weather Station,2016-12-25T23:00:00.000,3.1,2.7,94,0,0,130.8,0,106,4.4,7.3,995.6,2,1,12,12/25/2016 11:00 PM,OakStreetWeatherStation201612252300
63rd Street Weather Station,2016-12-25T22:00:00.000,3.5,3.3,97,0,0,26.7,0,153,4.6,6.7,996.6,4,354,11.9,12/25/2016 10:00 PM,63rdStreetWeatherStation201612252200
Foster Weather Station,2016-12-25T22:00:00.000,1.78,,88,,0,,,132,5.4,6.3,996.3,0,,15.1,12/25/2016 10:00 PM,FosterWeatherStation201612252200
Oak Street Weather Station,2016-12-25T22:00:00.000,3.4,2.9,93,0,0,130.8,0,109,4.6,7.4,996.9,2,1,12.1,12/25/2016 10:00 PM,OakStreetWeatherStation201612252200
63rd Street Weather Station,2016-12-25T21:00:00.000,3.5,3.3,96,0,0,26.7,0,165,5,7.8,998.2,4,353,11.8,12/25/2016 9:00 PM,63rdStreetWeatherStation201612252100
Foster Weather Station,2016-12-25T21:00:00.000,1.56,,87,,0,,,132,6.5,6.9,997.6,0,,15.2,12/25/2016 9:00 PM,FosterWeatherStation201612252100
Oak Street Weather Station,2016-12-25T21:00:00.000,3,2.5,92,0,0,130.8,0,106,4.8,6.9,998.4,2,1,12,12/25/2016 9:00 PM,OakStreetWeatherStation201612252100
63rd Street Weather Station,2016-12-25T20:00:00.000,2.4,2.2,97,0,0,26.7,0,145,6.2,8.2,998.5,4,354,11.9,12/25/2016 8:00 PM,63rdStreetWeatherStation201612252000
Foster Weather Station,2016-12-25T20:00:00.000,1.39,,87,,0,,,131,6,7.2,998.3,0,,15.2,12/25/2016 8:00 PM,FosterWeatherStation201612252000
Oak Street Weather Station,2016-12-25T20:00:00.000,2.6,2.1,92,0,0,130.8,0,112,5.1,7.4,999,2,1,12,12/25/2016 8:00 PM,OakStreetWeatherStation201612252000
